ID,floor,Cx,Cy,Xmax,Ymax,Xmin,Ymin
5a0546857ecc773753327266,B1,145.11979845523808,147.55414795047608,88.8243815447619,45.44306204952392,-108.48525845523808,-72.54908795047608
5a0546857ecc773753327266,F1,55.55194692084688,82.87812488599343,63.252963079153126,47.488655114006576,-49.65103462084688,-74.69382488599342
5a0546857ecc773753327266,F2,59.965045932874354,74.9637010318418,49.80649906712565,57.276118968158215,-50.996632932874356,-66.6933305318418
5a0546857ecc773753327266,F3,60.99512686148649,81.11483129864861,45.99529813851351,54.5566787013514,-52.01211886148649,-73.37841689864861
5a0546857ecc773753327266,F4,147.70170939578932,88.44098222105268,42.278190604210664,46.727867778947314,-55.63410539578932,-79.89597522105268
5c3c44b80379370013e0fd2b,B1,257.4397777667497,114.74494105210921,97.33048223325028,60.36990894789078,-85.16510776674974,-67.8532440521092
5c3c44b80379370013e0fd2b,F1,234.2001811326861,88.87372043042073,94.99051886731388,57.278579569579264,-93.99379113268611,-68.49949043042074
5c3c44b80379370013e0fd2b,F2,239.614457631068,88.1334669446601,87.42729236893197,57.3173830553399,-101.483417631068,-79.0930429446601
5c3c44b80379370013e0fd2b,F3,227.06276991666675,84.80656671250003,100.59303008333325,61.08493328749998,-90.85600991666675,-73.03774271250003
5c3c44b80379370013e0fd2b,F4,152.29295313461526,111.18737108333335,58.71136686538475,59.21023891666664,-55.003303134615265,-63.467938083333344
5c3c44b80379370013e0fd2b,F5,176.25930426470592,121.10323557352946,29.95027573529407,20.671314426470545,-40.629424264705904,-36.575090573529465
5cd56865eb294480de7167b6,F1,56.364145914893626,49.56734634042554,38.31726408510637,34.57484365957446,-36.10343591489362,-25.345420340425537
5cd56865eb294480de7167b6,F2,62.509854035714284,50.58296960714286,21.550805964285715,26.63093539285714,-27.79785403571428,-28.67826260714286
5cd56865eb294480de7167b6,F3,58.89690659999999,41.511881849999995,23.62377340000001,19.948624150000008,-35.48359159999998,-18.888535849999993
5cd56865eb294480de7167b6,F4,59.375552692307686,48.49356615384614,23.936097307692314,31.493103846153865,-35.88894269230769,-25.302242153846137
5cd56865eb294480de7167b6,F5,59.23573965624999,53.464300875000006,24.94451034375001,28.285134125,-35.676879656249994,-31.995400875000005
5cd56b5ae2acfd2d33b58544,F1,28.420914482142866,101.98170991071429,17.643785517857136,44.82716008928573,-12.948849482142865,-55.36678991071429
5cd56b5ae2acfd2d33b58544,F2,38.5167131153846,95.7556007403846,44.5395568846154,79.23768925961541,-30.280108115384596,-85.80125574038459
5cd56b5ae2acfd2d33b58544,F3,56.384083874999995,91.98637625000002,11.202166125000012,11.902733749999982,-13.508690874999992,-12.863916250000017
5cd56b5ae2acfd2d33b58544,F4,27.197021000000003,39.66502891666667,4.324375999999997,3.5961630833333302,-3.7044810000000012,-4.197748916666669
5cd56b5ae2acfd2d33b58546,B1,48.059914400000004,64.40032983333333,45.9384296,80.07089016666666,-38.7880764,-42.99794583333333
5cd56b5ae2acfd2d33b58546,F1,56.2982963857143,79.05074121428568,38.6093496142857,92.87888878571432,-40.7573003857143,-64.07043821428567
5cd56b5ae2acfd2d33b58546,F2,68.75979819999999,71.99401605882355,35.239606800000004,84.68774394117645,-38.98151019999999,-60.01773205882355
5cd56b5ae2acfd2d33b58546,F3,27.483482090909092,50.378243545454545,11.569247909090905,34.51756145454545,-25.360723090909094,-30.963635545454544
5cd56b5ae2acfd2d33b58546,F4,39.76430684615384,45.39934384615385,14.730089153846158,18.41952615384615,-13.028920846153845,-17.524523846153848
5cd56b5ae2acfd2d33b58548,1F,78.9763056185567,29.246577509278342,30.28418438144331,18.84670749072166,-36.23707061855669,-25.894127409278344
5cd56b5ae2acfd2d33b58548,2F,77.71189228828823,27.21825366936938,19.64863771171177,26.69282933063062,-23.152428288288228,-21.32309206936938
5cd56b5ae2acfd2d33b58548,3F,41.64749741333334,28.858351610666674,18.022439586666657,25.540448389333328,-25.18836241333334,-25.896956810666673
5cd56b5ae2acfd2d33b58549,1F,101.78503122360245,97.75315773913037,72.69163877639757,76.65756226086962,-70.17104222360244,-77.88438773913037
5cd56b5ae2acfd2d33b58549,2F,125.01858273437495,92.90960231250004,49.46321726562505,46.51906768749997,-59.83415773437494,-53.48387831250004
5cd56b5ae2acfd2d33b58549,3F,121.89265873214288,44.938019125000004,52.90917126785712,58.172260875,-42.45453873214288,-33.856267125
5cd56b5ae2acfd2d33b58549,4F,86.96111740860218,79.0964272795699,87.68062259139782,56.47074272043011,-77.96046040860217,-65.8747612795699
5cd56b5ae2acfd2d33b58549,5F,104.03775526200876,83.31277023580792,71.77692473799125,88.02970976419208,-95.35788026200876,-70.19944123580791
5cd56b5ae2acfd2d33b5854a,B1,71.48168952066106,75.64710019834713,73.81001047933893,44.969279801652874,-47.65366152066106,-42.750215198347135
5cd56b5ae2acfd2d33b5854a,F1,78.30352101530059,72.55691941092896,72.11661898469941,63.42818058907103,-73.86161901530059,-70.63010481092896
5cd56b5ae2acfd2d33b5854a,F2,78.60204686956521,67.61830348913045,69.8062931304348,63.96366651086956,-49.92678986956521,-58.473180489130456
5cd56b5ae2acfd2d33b5854a,F3,40.77144257692308,57.13464792307694,28.419787423076926,41.784557076923065,-21.21672657692308,-24.83234492307694
5cd56b61e2acfd2d33b58d20,F1,51.029045071428584,39.843083880952385,40.84615492857142,21.068484119047618,-20.957701071428584,-16.131720880952386
5cd56b61e2acfd2d33b58d20,F2,46.496866659574465,33.21678261702128,32.69368334042554,36.07774238297871,-24.867816659574466,-23.26970861702128
5cd56b61e2acfd2d33b58d20,F3,45.35618602,32.438517649999994,35.46923397999999,35.743072350000006,-27.877014020000004,-24.718335649999993
5cd56b61e2acfd2d33b58d20,F4,44.66659088461539,32.07504344230769,37.14308911538461,37.22766055769232,-26.03285888461539,-23.75143444230769
5cd56b61e2acfd2d33b58d20,F5,44.68855553061225,37.271676510204074,33.731004469387756,31.282053489795928,-21.58029053061225,-24.871282510204075
5cd56b63e2acfd2d33b591c2,F1,96.12680287500002,46.10997328532608,56.19719712499999,26.41656671467392,-75.96177187500003,-33.64835678532608
5cd56b63e2acfd2d33b591c2,F2,90.00133517968756,47.32826488281252,60.66678482031243,32.64305511718749,-73.22627617968756,-31.77481988281252
5cd56b63e2acfd2d33b591c2,F3,92.04644813281254,47.26447178125001,100.07944186718746,27.03517821874999,-71.71686613281254,-32.234067781250005
5cd56b63e2acfd2d33b591c2,F4,87.73490185714283,51.049495942857135,47.97858814285718,20.36120405714287,-38.45766485714283,-24.372715942857134
5cd56b63e2acfd2d33b591c2,F5,102.50224595384618,46.77448572307692,48.595804046153816,23.885094276923084,-44.811255953846185,-27.40180672307692
5cd56b63e2acfd2d33b591c2,F6,60.942359792000005,37.29081836,50.039345208,25.64424364,-53.966020792,-22.056180360000003
5cd56b64e2acfd2d33b59246,B1,40.62393690697673,59.70670579069768,14.637667093023268,32.48222820930232,-23.12791190697673,-32.12727279069768
5cd56b64e2acfd2d33b59246,F1,152.05076440677962,49.10355232203391,22.774675593220365,29.49257767796609,-32.245354406779626,-36.294470322033916
5cd56b64e2acfd2d33b592b3,B1,121.12629983870967,57.55344058064515,42.04570016129033,46.47068341935485,-95.83906983870966,-40.02752058064515
5cd56b64e2acfd2d33b592b3,B2,72.93888749999999,22.898697750000004,2.3586925000000036,1.6445472499999951,-1.813747499999991,-1.0162957500000047
5cd56b64e2acfd2d33b592b3,B3,74.59952,23.745298499999997,1.218119999999999,1.3089815000000016,-1.9996599999999916,-2.0638384999999957
5cd56b64e2acfd2d33b592b3,F1,73.53885013043475,63.27603371739128,39.80519986956524,33.50694028260872,-46.85001113043475,-56.03448421739128
5cd56b64e2acfd2d33b592b3,F2,95.52204074000002,68.36950714,59.32773925999999,24.57322286,-53.65191074000002,-38.44977213999999
5cd56b64e2acfd2d33b592b3,F3,78.79288854687506,63.470477453124985,79.23450145312493,29.694002546875012,-69.67356654687507,-49.03336245312499
5cd56b64e2acfd2d33b592b3,F4,74.41358642553192,61.5059309361702,55.00847357446807,35.57087906382979,-65.84283142553191,-44.4013239361702
5cd56b64e2acfd2d33b592b3,F5,60.98997417241381,71.29895603448277,55.06683582758619,21.86660896551723,-53.95746917241381,-24.56406603448277
5cd56b64e2acfd2d33b5932f,1F,47.51635312765958,91.53322098936168,46.320596872340424,62.35457901063832,-38.89676512765958,-82.08011198936168
